채용제목,근무지,경력,학력,고용형태,상세게시글id,회사,상세url,주요업무,자격요건,우대사항,스킬,채용절차,급여,업종,복지 및 혜택
풀스택 개발자 채용,서울 서대문구 연세로 50  연세대학교 공학원 242호,신입·경력,대졸이상,"인턴 (근무기간 3개월, 정규직 전환 가능)",48508557.0,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508557?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=92&sc=630,"담당업무

ㆍAI 기반 SaaS 플랫폼 아키텍처 설계 및 핵심 기능 개발

ㆍ 풀스택 개발팀 리딩: 목표 설정, 코드 리뷰, 멘토링

ㆍ AI·머신러닝 등 최신 기술 검토 및 서비스 적용

ㆍ CI/CD 구축, 테스트 자동화 등 개발 프로세스 개선","자격요건

ㆍ2년 이상의 웹 서비스 개발 경력 또는 그에 준하는 실력을 갖춘 분

ㆍ React, Vue, Angular 등 하나 이상의 최신 프론트엔드 프레임워크에 대한 깊은 이해

ㆍPython, Node.js, Java, Go 등 백엔드 언어 및 프레임워크 사용에 능숙한 분

ㆍAWS, GCP, Azure 등 클라우드 환경에서의 서비스 개발 및 운영 경험

ㆍDocker, Kubernetes 등 컨테이너 기술에 대한 이해와 사용 경험

ㆍ팀을 이끌고 프로젝트를 성공적으로 이끈 경험이 있는 분

ㆍ원활한 커뮤니케이션 능력과 동료와 함께 성장하는 것을 즐기는 분","우대사항

ㆍAI/ML 모델을 활용한 서비스 개발 또는 상용화 경험

ㆍ대용량 데이터 처리 및 분산 시스템 설계 경험

ㆍSaaS(Software-as-a-Service) 비즈니스 및 아키텍처에 대한 높은 이해도

ㆍ오픈소스 프로젝트 참여 또는 기술 블로그 운영 경험

ㆍ애자일/스크럼 등 유연한 개발 문화에 대한 경험","Angular, Azure, CI/CD, GCP, Go, Java, Kubernetes, Node.js, React, Vue","",회사 내규에 따름 (면접 후 결정),"",""
[모비데이즈] AI/AX 개발자,서울 강남구 언주로 417  모비빌딩,신입,학력무관,정규직 (수습 3개월),48463130.0,㈜모비데이즈,https://www.jobkorea.co.kr/Recruit/GI_Read/48463130?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=93&sc=630,"1. 실전형 AI 솔루션 구축 (70%)
문제 해결 중심의 기획:
마케팅 현장의 비효율을 포착하고, 이를 해결하기 위한 RAG(검색 증강 생성) 기반 지식 베이스 , AI 에이전트 등을 설계합니다.

직접적인 구현과 배포:
프로그래밍 언어나 AI 툴을 활용해 아이디어를 실제 작동하는 프로토타입으로 구현하고 현장에 즉시 적용합니다.
2. 전사 AI 역량의 내재화 (30%)
AX 가이드라인 설계:
동료들이 업무에서 바로 활용할 수 있는 수준 높은 프롬프트 엔지니어링 가이드와 AI 활용 매뉴얼을 제작합니다.

변화의 촉진:
최신 AI 기술을 조직의 언어로 재해석해 전파하며, 누구나 스스로 업무를 자동화할 수 있는 `AI 우선(AI-First)` 문화를 만듭니다.","이런 분과 함께하고 싶습니다
구현 가능한 상상을 하시는 분: 프로그래밍 언어(1개 이상)를 활용하여 자신의 아이디어를 코드로 실현해 본 경험이 있으신 분.
AI의 구조를 이해하시는 분: LLM을 단순히 사용하는 것을 넘어, 비즈니스 목적에 맞게 구조(RAG, Prompt Logic 등)를 설계할 수 있는 분.
완결성을 경험해 본 프로젝트 오너: 기획부터 실행, 실제 공유(또는 배포)까지 프로젝트의 전체 사이클을 끝까지 책임져 본 경험이 있으신 분.
기술을 언어로 번역하시는 분: 복잡한 기술적 개념을 동료들이 이해하기 쉬운 비즈니스 언어로 바꾸어 설득할 수 있는 분.","우대 사항
RAG 프레임워크(LangChain, LlamaIndex 등)나 Vector DB에 대한 이해도가 있으신 분.
Cursor, Claude Code 등 최신 AI 코딩 툴을 활용해 생산성을 극대화해 본 경험이 있으신 분.
광고/마케팅 도메인에 대한 이해가 있거나 데이터 기반의 의사결정 경험이 있으신 분.","Claude, LangChain, RAG","",회사 내규에 따름 (면접 후 결정),"",""
석박사 인공지능 개발자,서울 서대문구 연세로 50  연세대학교 공학원 242호,신입·경력,대학원(석사)이상,"인턴 (근무기간 3개월, 정규직 전환 가능)",48508532.0,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508532?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=94&sc=630,"
담당업무

- 연구개발  R&D 참여 (연구소 소속), 인공지능(AI) 기반 프로젝트 참여(개발 소속)

- 구축 된 데이터기반의 인공지능 모델을 학습 평가  할 수 있는 분

- CNN, LLM 등 이미지 기반 모델과 언어모델 기반을 다룰 수 있는 분

- Python 기반의 PyTorch, OpenCV 등 개발 라이브러리를 쉽게 사용할 수 있는 분

- 과제 보고서(글쓰기), 논문, 발표가 가능한 분

- 다양한 업무 경험을 통해 성장하실 수 있도록, 배정 업무는 상황과 역량에 따라 유연하게 조정됩니다.","자격요건

- 신입 / 경력 2년 이상 ~ 5년 이하

- 석사졸업이상

- 남성의 경우, 병역필 또는 면제자인 분

- 해외여행에 결격 사유가 없는 분","우대사항

- 딥러닝 프레임워크(Tensorflow, PyTorch 등) 활용 가능하신 분

- 오픈소스를 찾고 이해하며 스스로 적용할 수 있는 분

- 논문을 읽고 이해하며 구현할 수 있는 능력을 보유하신 분

- 객체인식, 객체탐지, GAN, LLM 모델 학습·개발 경험이 있으신 분

- 머신러닝 및 딥러닝을 활용한 서비스 및 프로젝트 경험을 보유하신 분
","LLM, Python, PyTorch, R, Tensorflow","",회사 내규에 따름 (면접 후 결정),"",""
[IT기업] 벡엔드 엔지니어(AI Domain),서울 성동구 성수일로 111  311호,경력,대졸이상,정규직 (수습 3개월),48375266.0,㈜인포유앤컴퍼니,https://www.jobkorea.co.kr/Recruit/GI_Read/48375266?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=95&sc=630,"● 주요 업무



- 고객사 요구사항 기반 AI/LLM 솔루션 설계 및 개발
- Azure OpenAI, LangGraph 등을 활용한 백엔드 개발
- 클라우드 서비스(Azure, AWS, GCP 등)를 활용한 아키텍처 설계","● 자격 요건



- 백엔드 개발 경력 2년 이상

- FastAPI 또는 Django를 활용한 REST API 설계, 개발 및 운영 경험

- PostgreSQL, MySQL, MongoDB 등 데이터베이스 설계 및 연동 경험

- 상용 LLM 서비스(Claude, OpenAI 등) 기반 AI 에이전트 시스템 연동 경험

- 요구사항을 기술 문서로 구체화하고 효과적으로 커뮤니케이션하는 능력

- Git 기반 협업 및 코드 리뷰 경험","● 우대 사항



- AWS, GCP, Azure 중 1개 이상의 클라우드 아키텍처 구성 및 운영 경험

- AI Coding Assistant의 한계를 이해하고 적절히 활용할 수 있는 분

- 확장 가능하고 유지보수 용이한 코드 구조 설계 능력

- RAG, Vector DB, Embedding 최적화 경험

- CI/CD 파이프라인 구축 및 운영 경험

- 컴퓨터 공학 혹은 그에 준하는 관련 분야 전공자

- 프로젝트 리딩 또는 주니어 개발자 멘토링 경험

- 프로젝트에 따라 고객사 현장 근무 가능한 분","AWS, Azure, CI/CD, Claude, FastAPI, GCP, Git, LangGraph, LLM, MongoDB, MySQL, OpenAI, PostgreSQL, RAG, REST API","",회사 내규에 따름 (면접 후 결정),"",""
"웹 기반 SaaS 솔루션, AI 연구개발자 채용","서울 강남구 압구정로10길 27  신영빌딩 5,6층",경력,대졸이상,정규직 직급/직책,48316010.0,㈜에이아이지먼트,https://www.jobkorea.co.kr/Recruit/GI_Read/48316010?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=98&sc=630,"주요업무

ㆍLLM 기반 에이전트 기능 개발

     - 툴 호출(function calling), 멀티스텝 워크플로우, 상태 관리(메모리/컨텍스트) 구현

ㆍRAG 기반 질의응답 및 문서/데이터 연동

     - 임베딩, 벡터DB 연동, 검색 품질 개선

ㆍ업무 시나리오 기반 Agent 플로우 설계

     - Plan-Execute / ReAct / 라우팅 등의 패턴 적용

ㆍ평가/모니터링/개선 루프 구축

     - 오답 케이스 수집, 프롬프트/툴 스키마 개선, 테스트 및 품질 지표 관리

ㆍ백엔드 API 및 데이터 파이프라인 연동

     - 사내 DB/외부 SaaS/API/파일 시스템 등과의 연결 및 권한/보안 고려

ㆍ운영 환경 배포 및 장애 대응(기본)

     - 로그/트레이싱 기반 원인 파악, 비용/성능 최적화","자격요건

ㆍLLM/Agent 개발에 대한 실무적 이해

     - 프롬프트 구조화, tool schema 설계, 컨텍스트 구성/요약/메모리 관리 경험

     - Langsmith 등 LLM 로깅 관련

ㆍLocal sLLM Finetuning 경험

     - LoRA/QLoRA 기반 도메인 적응, 데이터셋 구성, 학습/추론 서빙

     - 양자화, distillation, 라우팅(상용+로컬 혼용), 비용 최적화

ㆍPython 백엔드 개발 2~3년 경험 또는 그에 준하는 실력 (우대)

ㆍREST API 설계/개발, DB(SQL) 기반 CRUD 및 성능 이슈 기본 대응 가능

ㆍGit 기반 협업, 테스트/배포 프로세스에 익숙","우대사항

ㆍRAG 운영 경험(벡터DB: Pinecone/FAISS 등)

ㆍLangChain/LangGraph/LlamaIndex 등 프레임워크 사용 경험

ㆍ비정형 데이터 처리 경험(PDF/문서 파싱, OCR 연동, 데이터 정제)

ㆍ모니터링 경험(로그/트레이싱/메트릭)

ㆍ비용 최적화 경험(캐싱, 배치 처리, 모델 라우팅, 토큰/latency 최적화)","Agent, LangGraph, LLM, Pinecone, ReAct, SQL, 데이터 파이프라인","",회사 내규에 따름 (면접 후 결정),"",""
프론트엔드 & 백엔드 개발자 채용,서울 서대문구 연세로 50  연세대학교 공학원 242호,신입·경력,대졸이상,"인턴 (근무기간 3개월, 정규직 전환 가능)",48508542.0,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508542?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=99&sc=630,"담당업무

- Node.js 또는 Python 기반 서버 개발

- MySQL, PostgreSQL 등 관계형 데이터베이스 설계 및 최적화

- REST API 및 WebSocket API 설계·구현

- React, Typescript, Tailwind CSS에 대한 깊은 이해

- Websocket, RESTful API 등 다양한 API 연동

- 인공지능 모델과의 연동

- Git, Jenkins, Firebase를 활용한 협업

- 연구개발 R&D 및 프로젝트 참여

- 과제 보고서 작성, 논문, 발표 등 문서화 및 커뮤니케이션

- 다양한 업무 경험을 통해 성장할 수 있도록, 배정 업무는 상황과 역량에 따라 유연하게 조정","자격요건

- 경력 2년 이상 ~ 5년 이하

- 대학교졸업(4년)이상

- 프론트앤드 및 백엔드에 관심이 있는 전공자

- 인턴십 기간 풀타임 근무가 가능한 분

- 인턴십 종료 후 정규직 입사가 가능한 분

- 남성의 경우, 병역필 또는 면제자인 분

- 해외여행에 결격 사유가 없는 분","우대사항

- JavaScript(ES6+), TypeScript에 대한 깊은 이해

- React, Vue.js, Angular 등 프론트엔드 프레임워크 활용 능력

- HTML5, CSS3, Webpack, Vite 등 웹 표준 및 모던 프론트엔드 개발 환경에 대한 경험

- REST API, GraphQL 기반의 서버 연동 및 비동기 통신에 대한 이해

- 브라우저 렌더링, 성능 최적화, 반응형 UI/UX 구현 경험

- 디자인 시스템, UI 라이브러리 활용 및 사용자 경험(UX)에 대한 감각

- Node.js 또는 Python 기반 서버 개발 경험? MySQL, PostgreSQL 등 관계형 데이터베이스 설계 및 최적화 경험

- REST API 및 WebSocket API 설계·구현 경험

- 컴퓨터 관련 학부 및 관련 전공자

- 원활한 커뮤니케이션 역량과 적극적인 문제 해결 태도를 지닌 분

- 새로운 기술과 도구에 대해 열린 자세를 가지고, 빠르게 습득·활용 가능한 분","Angular, Git, GraphQL, JavaScript, Jenkins, MySQL, Node.js, PostgreSQL, Python, R, React, REST API, Typescript, Vue, Websocket, WebSocket","",회사 내규에 따름,"",""
AI Machine Learning 엔지니어,서울 서초구,경력2년~10년,학력무관,정규직,48379371.0,㈜메타넷엑스,https://www.jobkorea.co.kr/Recruit/GI_Read/48379371?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=100&sc=630,"이런 업무를 해요
ㆍ고객사 요구사항 분석 후 맞춤형 기능 구현 및 통합 개발
ㆍAgent Framework(LangChain, LlamaIndex 등)를 활용한 AI 워크플로우 구축
ㆍAI Agent 및 LLM 기반 서비스의 모델 설계·개발·배포 지원
ㆍ내부 데이터 및 외부 API를 활용한 RAG / 파인튜닝 환경 구성
ㆍ클라우드 환경(AWS, GCP 등)에서의 모델 배포 및 성능 최적화
ㆍ테크 리더와 협업하여 서비스 고도화 및 운영 자동화 지원
ㆍ고객사 기술팀과의 실무 협의 및 기술 검증(PoC) 수행","[자격요건]
ㆍ관련 경력 2~5년 이상 (또는 이에 준하는 프로젝트 경험)
ㆍPython 기반 AI/ML 개발 경험
ㆍOpenAI, Anthropic, Mistral 등 LLM API 활용 경험
ㆍLangChain, RAG, Vector DB, Embedding 모델 등의 이해 및 실습 경험
ㆍGit, Docker, REST API 등 기본적인 개발 환경 이해
ㆍ새로운 기술을 빠르게 학습하고 실무에 적용할 수 있는 실행력
ㆍ원활한 커뮤니케이션 및 협업 역량","이런 분이면 더 좋아요
ㆍAI Agent 시스템 또는 대화형 서비스 개발 경험
ㆍ모델 파인튜닝, 프롬프트 엔지니어링 실무 경험
ㆍ클라우드 환경에서의 MLOps 경험 (SageMaker, Vertex AI 등)
ㆍ대형 고객사(B2B) 프로젝트 또는 외부 커뮤니케이션 경험
ㆍ스타트업/테크 기업 환경에 익숙한 분","Agent, Anthropic, AWS, Docker, GCP, LangChain, LLM, MLOps, RAG, REST API","","","",""
언리얼엔진 시뮬레이션 SW 개발,서울 강남구 테헤란로 217  3층,경력1년~10년,대졸이상,정규직 (수습 3개월),48436512.0,㈜비전스페이스,https://www.jobkorea.co.kr/Recruit/GI_Read/48436512?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=102&sc=630,"이런 업무를 해요
물류/제조 산업군 로봇 - DX 매니퓰레이터 & 시뮬레이션 설계/개발

[DX 자동화 로봇 제어 학습 & 물류/제조 공간 설계 SW 개발 파트]
ㆍ자동화 로봇 최적화 PathPlan (로봇 인지 행동)
ㆍ다중 로봇 관제 시스템
ㆍ로봇 영상 통신 모니터링 시뮬레이션과 동기화(WebRTC 통신)
ㆍ가상 센서((Lidar, Vision Camera)
[실내외 공간 상에서 로봇의 위치를 추정하는 기술 개선 개발 (Lidar, Vision Camera 활용)]
ㆍVisual SLAM 기술 기반의 원격제어 개발
ㆍVision/객체인식 (ToF, Lidar, 3D Camera) 개발
ㆍ무인 모바일 운송 로봇(AGV/AMR) 개발
ㆍ가상/물리 공간 이미지 개체 영상 처리 학습
ㆍ로봇 매니퓰레이터 자동화 학습
ㆍ물류 데이터 최적화 처리 구현
ㆍAI 에이전트를 통한 다중 로봇 학습 및 최적화 설계 구현","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
ㆍUnrealEngine 기반 클라이언트 개발 경험 1년 이상
ㆍC++, Python, C#, Javascript등 프로그래밍 언어에 대한 높은 이해와 숙련도
ㆍ게임 프레임워크 및 UnrealEngine 내부 구조에 대한 깊은 이해
ㆍ소켓통신, Restfull Api 활용, 멀티플레이 개발 가능
ㆍ문제 해결 능력 및 디버깅 스킬","이런 분이면 더 좋아요
ㆍVR/AR/XR 프로젝트 개발 경험
ㆍ블루프린트 및 머터리얼 시스템에 대한 높은 이해도
ㆍ기타 스크립트 언어 활용 능력
ㆍ마스터 머터리얼 개발, 실시간 렌더링, 셰이더 및 머터리얼 작업
ㆍ레벨디자인에 적합한 기능 설계와 R&D를 통한 기술 고도화
ㆍAI 관련 기술 경험
ㆍ로봇 하드웨어 설계 제어 관련 경험자
ㆍ컴퓨터공학, 로봇공학, 인공지능 관련 석박, 박사 보유자
ㆍ휴머노이드 로봇 설계/학습에 대한 이해와 개발 가능자
ㆍ시뮬레이션 또는 서비스 기반 플랫폼 개발 경험자
ㆍComputer Vision & lmage Geometry & Deep learning 관련 논문 이해 능력 및 활용 경험에 대한 이해
ㆍAI, 디지털 트윈 프로젝트 개발 경험 (관련 경력 2년 이상 보유하신 분)
ㆍDocker, Git 형상 관리 경험
ㆍ로봇, 기계, 전자, 컴퓨터 공학 등 관련 분야 석사 이상 학위자 우대
ㆍ유관 분야 현업 경험자","Deep learning, Git, Python, R","","","",""
AI Product Data Manager,서울 용인시 수지구,경력3년~10년,학력무관,정규직,48278805.0,Upstage,https://www.jobkorea.co.kr/Recruit/GI_Read/48278805?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=105&sc=630,"이런 업무를 해요
ㆍAI 제품 개발을 위한 데이터 수집, 분석, 가공, 평가, 관리 전반에 대한 작업 수행
ㆍ데이터 수집부터 분석, 가공, 평가, 관리까지 전 과정을 지원하는 툴 및 파이프라인 개발
ㆍ고품질 데이터셋 구축을 위한 내외부 협업 및 커뮤니케이션
ㆍ프롬프트 설계 및 평가 프로세스 운영 등 AI 제품의 성능 개선을 위한 실험 및 분석 수행
ㆍAI 제품의 핵심 기술(예: LLM, Agentic AI)에 대한 데이터 관점의 연구 및 분석 수행","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍ기본적인 AI 기술에 대한 이해를 보유하신 분
ㆍ텍스트 및 이미지 전처리/후처리 라이브러리(OpenCV, KoNLPy, NLTK, SpaCy 등)를 활용한 데이터 처리 경험이 있으신 분
ㆍPython 프로그래밍에 능숙하신 분
ㆍ다양한 팀과의 협업에서 원활한 커뮤니케이션 및 협력할 수 있는 능력이 있으신 분","이런 분이면 더 좋아요
ㆍAI 기술을 활용한 실제 제품 개발 경험이 있으신 분
ㆍAI 모델 학습을 위한 데이터 구축 가이드라인 작성 경험이 있는 분
ㆍAI 모델링 경험이 있는 분
ㆍ문제 해결을 위한 정량적 및 정성적 평가를 설계하고 실제로 적용해본 경험이 있으신 분
ㆍ기초적인 컴퓨터공학 지식 (Data Structure & Algorithm, Computer Network, Database, OS 등)을 보유하신 분",LLM,"","","",""
온프레미스 AI 플랫폼 개발 연구소 슈퍼스타를 모십니다,서울 강동구 천호대로 1095  복합상가 3층 301호,경력,대졸이상,정규직 (수습 1개월) 직급/직책,48388513.0,두네모㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48388513?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=106&sc=630,"주요 업무
- 온프레미스 AI 플랫폼(nemoAI ECO Platform) 백엔드/프론트엔드 개발

- AI Agent 통합 인터페이스 및 LLM 서비스 연동

- 도커 기반 클라우드 네이티브 환경 설계 및 배포 자동화

- Cursor IDE를 활용한 코드 자동화, Agent/Rule 정의 및 운영

- 신규 기능 PoC 및 기술 검증, AI 서비스화 기획 참여","자격 요건
- Python(FastAPI) , NodeJS(Express, Nest) 기반 개발 경험

- React 또는 Vue.js 프론트엔드 프레임워크 활용 가능

- Docker Compose 구성 및 이미지 빌드 경험 필수

- Cursor IDE 사용 경험 및 Agent/Rules 정의 가능자

- 클라우드 네이티브 환경(컨테이너, 배포 자동화)에 대한 이해","우대사항

- LLM, RAG, 벡터DB 등 AI 서비스 연동 경험

- 온프레미스 또는 내부망 환경 프로젝트 수행 경험

- 공공기관·SI 프로젝트 참여 경험

- 스타트업 또는 초기 단계 기술기업 근무 경험

- 자기 주도적 문제 해결 능력 및 빠른 습득 능력","Agent, Docker, Express, FastAPI, LLM, Python, RAG, React, Vue","","연봉 4,000만원 이상 (면접 후 결정)","",""
머신러닝 엔지니어(경력),"대한민국 서울특별시 서초구 강남대로 311, 드림플러스 19층",경력,대졸이상,정규직,48173753.0,㈜휴레이포지티브,https://www.jobkorea.co.kr/Recruit/GI_Read/48173753?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=107&sc=630,"[ 머신러닝 개발자 담당 업무 ]
AI 에이전트 시스템에 필요한 시멘틱 검색 기술 설계 및 개발 (RAG, Embedding 등)
신뢰성 있는 언어 모델 기반 검색 서비스를 위한 검색 모델 성능 평가 방법론 연구 및 개발
LLM을 활용한 검색 데이터 정제 기술 연구 및 개발고객을 위한 자연어 이해 및 생성 모델 연구 및 개발(NLP)","[ 머신러닝 개발자 필수 역량 ]
머신러닝, 자연어 처리 또는 검색 관련 분야에서 3년 이상의 경력을 보유한 분
언어 모델(LLM) 을 활용한 시멘틱 서치 경험이 있는 분
PyTorch, Huggingface 등 AI Model 개발 및 추론을 위한 Framework에 익숙하신 분","[ 머신러닝 개발자 우대 사항 ]
데이터 기반 의사 결정을 선호하고 즐기시는 분
최신 논문을 빠르게 탐색하여 제품을 개발하거나 구축해 본 경험이 있는 분
알고리즘/머신러닝/통계/수학 관련 석사 이상 학위를 보유한 분
원활한 커뮤니케이션 역량을 갖춘 분","Huggingface, LLM, NLP, PyTorch, RAG, 자연어 처리","",회사 내규에 따름,"",""
AI Agent 개발자,서울 강남구,경력5년~8년,학력무관,정규직,48400937.0,핀다,https://www.jobkorea.co.kr/Recruit/GI_Read/48400937?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=108&sc=630,"이런 업무를 해요
ㆍLLM 기반 기능(AI Agent, Retrieval, Workflow 등)을 백엔드 서비스에 통합합니다.
ㆍAI 서비스의 데이터 흐름, 파이프라인, API 아키텍처를 설계하고 운영합니다.
ㆍ백엔드(FastAPI, Django, Node 등) 기반의 서비스를 개발하고 배포합니다.
ㆍ모델 서버 및 외부 AI API를 연동하며, 프롬프트와 컨텍스트를 관리합니다.
ㆍ서비스 성능 및 품질 개선을 위해 모니터링, 로깅, 옵티마이제이션을 수행합니다.","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍ백엔드 개발 경험을 기반으로 AI/LLM 관련 커리어를 쌓아오신 분
ㆍAI 시스템과 백엔드 인프라의 연결 구조를 이해하고 직접 구현할 수 있는 분
ㆍProduct/AI 팀과의 협업 및 기술 의사결정에 적극적으로 참여하여 비즈니스 임팩트를 창출하실 분","이런 분이면 더 좋아요
ㆍAWS Cloud에서의 AI 서비스 프로젝트 경험을 가진 분
ㆍLLM 성능이 데이터 품질과 직결됨을 깊이 이해하고 도메인 최적화 데이터셋을 직접 설계·구축해보신 분
ㆍRAG 시스템의 핵심인 Vector DB의 스키마 설계 및 최적화 경험이 있으신 분
ㆍ전통적인 머신러닝/딥러닝 영역에 대한 깊은 지식과 실무 경험을 갖춘 분
ㆍ스타트업 환경에서 빠른 실험과 반복을 즐기시는 분
","Agent, Django, FastAPI, LLM","","","",""
`올림픽 국가대표급 몰입` AI와 함께 압축 성장할 Product Engineer,서울 관악구 관악로17길 9  라온2차 3층,경력,학력무관,정규직 (수습 3개월),48494594.0,㈜탄소중립연구원,https://www.jobkorea.co.kr/Recruit/GI_Read/48494594?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=109&sc=630,"Product Engineer의 역할 (R&R)
당신은 부품처럼 일하지 않습니다. 제품의 PM(Product Manager) 권한을 가지고 주도적으로 일합니다.

· VoC 청취 및 기획: 고객 미팅에 직접 참여하여 니즈를 파악하고, 이를 바탕으로 기능의 방향성을 결정합니다.
· Design & Prototyping: 디자이너가 없는 환경에서 AI를 활용해 기획한 내용을 시각화하고 UI를 결정합니다.
· Full-Cycle Development: 기획된 내용을 프론트엔드/백엔드 코드로 구현하고 배포까지 책임집니다.
· Ownership: 모든 의사결정 권한은 PM(담당 엔지니어)에게 있습니다. PM에게는 권한과 책임이 모두 주어집니다.","Must Have (필수 요건)
· 경력 2년 이상, 프로젝트 A to Z 수행 경험 또는 유사 역량 증명 가능한 분
· 올림픽을 준비하는 운동 선수급 인텐시브한 업무 강도를 버틸 수 있는 분
· 부정적 피드백을 성숙하고 확실하게 주고 받을 수 있는 분
· Engineering Fundamentals: OOP, SOLID, 데이터베이스 정규화 및 쿼리 최적화 능력 등 탄탄한 CS 기본기를 갖추신 분
· AI-Driven Design: 디자이너 부재 환경에서 AI와 함께 UI/UX 작업을 주도적으로 수행할 수 있는 분 (Atomic Design Pattern 이해)
· AWS & Infra: AWS 환경에서 서비스를 직접 배포하고 운영할 수 있는 역량","Nice to Have (우대 사항)
· Terraform 등을 활용하여 인프라를 코드로 관리(IaC)하고, 배포 파이프라인을 고도화해 본 경험.
· 단순 코딩 보조를 넘어, AI 에이전트나 자동화 툴을 활용해 반복 업무를 제거하고 프로세스를 혁신해 본 경험.","AWS, R, Terraform","",회사 내규에 따름 (면접 후 결정),"",""
