채용제목,근무지,경력,학력,고용형태,상세게시글id,회사,상세url,주요업무,자격요건,우대사항,스킬,채용절차,급여,업종,복지 및 혜택
AI Search & RAG Engineer,경기 성남시 분당구,경력5년~15년,학력무관,정규직,48396172.0,㈜에스투더블유,https://www.jobkorea.co.kr/Recruit/GI_Read/48396172?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=110&sc=630,"이런 업무를 해요
""AI 검색 에이전트 고도화를 주도하며, 검색 정확도와 추론 품질을 책임집니다.""
ㆍAdvanced Hybrid Search 구현: Elasticsearch의 BM25(키워드)와 Vector DB의 임베딩(의미) 검색을 결합하고, 도메인 특화된 가중치 전략을 수립하여 Recall과 Precision의 최적 균형점 달성
ㆍRe-ranking 시스템 구축: 1차 검색된 결과의 연관성을 높이기 위해 Cross-Encoder 기반의 Re-ranker를 도입하거나, MMR/RRF 알고리즘을 적용하여 검색 품질 고도화
ㆍSecurity-Specialized RAG 파이프라인: 보안 위협 지표(IoC), 해킹 그룹(Threat Actor) 정보 등을 LLM이 정확하게 요약하고 분석할 수 있도록, Factuality(사실성)가 보장된 생성 파이프라인 설계
ㆍHallucination Control & Citation: AI가 생성한 분석 결과에 반드시 근거 문서(Source)를 매핑(Grounding)하여 환각을 최소화하고, 분석가가 원본을 즉시 검증할 수 있는 로직 구현
ㆍPerformance Optimization: 대규모 위협 데이터의 실시간 처리를 위한 Semantic Caching 전략 수립 및 LLM 토큰 비용/속도 최적화","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍ검색/백엔드 개발 경력 5년 이상 (또는 이에 준하는 역량)
ㆍ검색 엔진 심화 운영 경험: Elasticsearch, OpenSearch의 쿼리 튜닝, 인덱싱 최적화, 형태소 분석기 커스텀 경험이 필수적입니다.
ㆍVector Search 및 RAG 구축 경험: Pinecone, Milvus, Weaviate 등을 활용한 벡터 검색 구현 및 LangChain/LlamaIndex를 이용한 실제 프로덕트 개발 경험
ㆍ알고리즘 이해도 : Sparse vs Dense Embedding의 차이, Cosine Similarity, HNSW 인덱싱 알고리즘 등 검색 원리에 대한 깊은 이해
ㆍPython & Backend: FastAPI 등을 활용한 비동기 API 서버 구축 및 대용량 데이터 처리 능력
ㆍKubernetes 기반 배포 및 운영 경험 : 컨테이너 기반 애플리케이션의 배포, 스케일링, 롤링 업데이트 및 장애 대응 경험","이런 분이면 더 좋아요
ㆍ보안 도메인(Security Domain) 이해도: CTI, 다크웹, IoC, TTPs 등 보안 용어에 익숙하거나 관련 데이터를 다뤄보신 분
ㆍCross-lingual Search 경험: 다국어(영어, 러시아어, 중국어 등)가 혼재된 다크웹 데이터를 처리하기 위해 다국어 임베딩 모델을 튜닝하거나 적용해 본 경험
ㆍLearning to Rank (LTR) 적용 경험: 사용자 클릭 로그나 피드백 데이터를 활용하여 랭킹 모델을 학습시키고 개선해 본 경험
ㆍMLOps 및 모델 서빙: vLLM, TGI 등을 활용하여 On-premise 환경에서 LLM을 최적화하여 서빙해 본 경험","BM25, Elasticsearch, FastAPI, LangChain, LLM, Pinecone, RAG","","","",""
[Hyconsoft] Agentic AI · Robotics 석/박사급 연구원 채용 (정규직),서울 강서구 마곡동 757-5 프라이빗타워타워1차 1304호,경력무관,대학원(석사)이상,"정규직 (수습 3개월) , 프리랜서 (근무기간 0개월)",48440825.0,㈜하이콘소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48440825?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=111&sc=630,"
# 1. 우리가 만드는 것(미션)



### Agentic AI



* 사내/외부 시스템(API·DB·문서·업무툴)을 연결해 **계획→실행→검증→수정** 루프를 수행하는 **업무 자동화 에이전트**

* RAG/검색·추론을 결합한 **Deep Research형 에이전트** 및 **품질/비용 최적화(평가·캐시·관측성)** 체계



### Robotics



* 실제 로봇에서 동작하는 **센서융합·SLAM/Localization·Perception** 기반 자율주행/자율작업 SW

* Jetson 등 Edge 환경에서 **실시간 처리 파이프라인(추론/최적화/지연 관리)** 과 현장 검증 체계","# 3. 자격 요건



* 관련 전공 **석사 이상(박사 우대)**

  (컴퓨터공학/전기전자/기계/로봇/AI/산업공학/수학·통계 등)

* 아래 중 1개 이상 실무/연구 경험



  * (Agentic AI) LLM, RAG, 에이전트/툴 연동, 평가/운영(LLMOps/MLOps), 시스템 통합

  * (Robotics) ROS/ROS2, SLAM/Localization, Perception, 센서융합, 경로계획/제어, 실시간 처리

* Python/C++ 중 1개 이상으로 서비스/프로토타입을 끝까지 구현·개선해본 경험

* 논문/프로젝트/오픈소스/특허 등으로 **본인 기여를 명확히 설명**할 수 있는 분","# 4. 우대 사항



### Agentic AI 우대



* LangChain/LangGraph/LlamaIndex 등 프레임워크 활용 경험

* Vector DB(FAISS/Weaviate/Pinecone 등) 또는 검색/랭킹 최적화 경험

* Evals 자동화(테스트셋, 채점 기준, 회귀 테스트), 프롬프트/정책 최적화

* 운영 경험(트레이싱, 모니터링, 비용 최적화, 권한/보안, 장애 대응)



### Robotics 우대



* Visual/LiDAR SLAM, VIO, ICP/GICP, 맵 품질/오차 지표 설계 경험

* Jetson/임베디드 Linux, GStreamer/카메라 파이프라인, 실시간 최적화 경험

* 시뮬레이터(Isaac Sim/Gazebo/AWSIM 등) 기반 검증 및 Sim-to-Real 경험

* 현장 실증/운영 경험(로그/리플레이/재현성/원인분석 체계 포함)","LangChain, LangGraph, Linux, LLM, MLOps, Pinecone, Python, RAG","",회사 내규에 따름 (면접 후 결정),"",""
"[정규직, 계약직, 인턴][신입, 경력]AI 개발자/ML 엔지니어 채용",서울 영등포구 양평로21길 26  2301호,경력무관,초대졸이상,"정규직 (수습 3개월) , 계약직 (근무기간 3개월, 정규직 전환 가능) , 인턴 (근무기간 3개월, 정규직 전환 가능)",48367214.0,㈜랩큐(LabQ),https://www.jobkorea.co.kr/Recruit/GI_Read/48367214?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=113&sc=630,"담당업무

- 산업 특화 AI 모델 및 에이전트 개발

- LLM/RAG 기반 AI 서비스 설계·구현

- ML/DL 모델 개발

- 데이터 파이프라인, MLOps, 실서비스 운영","자격요건

ㆍ학력 : 초대졸이상 (졸업예정자 가능)

ㆍ경력 : 경력무관",,"LLM, MLOps, RAG, 데이터 파이프라인","",회사 내규에 따름,"",""
[클루커스 부산캠퍼스] GEN AI Engineer 모집,부산 해운대구 센텀중앙로 55,경력,학력무관,정규직 (수습 3개월),48499838.0,㈜클루커스 부산캠퍼스,https://www.jobkorea.co.kr/Recruit/GI_Read/48499838?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=117&sc=630,"
담당업무

- LLM 기반 애플리케이션 및 에이전트 시스템 개발

- 데이터 분석 및 전처리

- 자연어의 이해 및 처리 업무

- 프롬프트 엔지니어링

- RAG(Retrieval-Augmented Generation) 개발

- 검색 엔진 성능 평가 및 개선","자격요건

- 관련 경력 1년 이상

- LLM 기반 애플리케이션 및 에이전트 시스템 구축을 위한 오픈소스 프레임워크 활용 경험

  (LangChain, LangGraph, OpenWebUI 등)

- 관련 전공자 또는 관련 교육 이수자
","우대사항

- 챗봇 개발 경험자

- 대용량 데이터 처리 경험자

- 비정형 데이터 전처리 경험자

- Azure 환경 경험자

- 뛰어난 커뮤니케이션 및 협업 능력 보유자

- 영어 의사소통 가능자","Azure, LangChain, LangGraph, LLM, RAG, 검색 엔진","",회사 내규에 따름 (면접 후 결정),"",""
AI 서비스 개발자 채용,서울 서초구 강남대로 275  2층,경력,대졸이상,정규직 (수습 3개월) 직급/직책,48429987.0,엑스솔콥코리아㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48429987?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=120&sc=630,"주요 업무



ㆍRAG (Retrieval-Augmented Generation) 기반 AI 서비스 아키텍처 설계 및 구현

ㆍLangChain (또는 LlamaIndex) 기반 LLM 파이프라인 및 Agent Workflow 설계
ㆍ벡터 데이터베이스 (Pinecone, ChromaDB, Milvus 등) 구축 및 검색 성능 최적화
ㆍ멀티 에이전트 시스템 구축 및 복잡한 업무 흐름 자동화
ㆍOCR 및 도메인 특화 AI 모델 파인튜닝 및 데이터 파이프라인 구성
ㆍLLM 성능 평가 체계 구축 및 프롬프트/모델 튜닝
ㆍSpringAI 또는 FastAPI/Flask 기반 AI 서비스 API 개발 및 기존 시스템 연동
ㆍ실제 서비스 환경에서의 안정성, 응답속도, 품질 개선 작업","
ㆍPython (또는 Java) 기반 AI/ML 또는 백엔드 개발 실무 경험 1년 이상 (또는 그에 준하는 역량)
ㆍLLM API (OpenAI, Claude 등) 기반 서비스 개발 경험
ㆍRAG 또는 벡터 검색 기반 시스템 구축 경험
ㆍREST API 설계 및 운영 경험
ㆍ서비스 품질, 성능, 안정성을 고려한 시스템 설계 경험
ㆍ기술 문서화 및 협업 커뮤니케이션 능력","우대사항



ㆍ실제 프로덕션 환경에서 LLM/RAG 서비스 운영 경험
ㆍ멀티 에이전트 시스템 실무 적용 경험
ㆍ대용량 데이터 처리 및 검색 최적화 경험
ㆍMLOps, 모델 모니터링 환경 구축 경험
ㆍOCR, 문서 AI, 금융/보험/엔터프라이즈 도메인 프로젝트 경험
ㆍ클라우드 환경 (AWS/GCP/Azure) 기반 AI 서비스 운영 경험","Agent, AWS, Azure, ChromaDB, Claude, FastAPI, Flask, GCP, Java, LLM, OpenAI, Pinecone, RAG, 데이터 파이프라인","",회사 내규에 따름 (면접 후 결정),"",""
[핀테크/금융/AI/정규] AI / LLM 엔지니어 채용,서울 중구 남대문로10길 9  14층,경력,학력무관,정규직 (수습 3개월),48358145.0,Fount,https://www.jobkorea.co.kr/Recruit/GI_Read/48358145?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=121&sc=630,"
담당업무

ㆍLangGraph 기반 멀티 에이전트 시스템 설계 및 구현

ㆍGPT-4/5, Claude, Gemini 등 LLM 모델 통합 및 최적화

ㆍRAG 시스템 개발 (Vector DB, Hybrid Search, Reranking)

ㆍ금융 도메인 특화 AI Agent 개발 (가격 분석, 뉴스 분석, 재무제표 분석)

ㆍPrompt Engineering 및 Chain-of-Thought 최적화

ㆍLLM 성능 모니터링 및 비용 최적화

ㆍSSE 기반 실시간 스트리밍 응답 구현","자격요건

ㆍPython 3+ 실무 경험 3년 이상

ㆍLangChain/LangGraph 프레임워크 사용 경험

ㆍOpenAI API, Anthropic API, Google Vertex AI 중 2개 이상 사용 경험

ㆍAsync/Await 비동기 프로그래밍 능숙

ㆍPrompt Engineering 및 LLM Fine-tuning 경험

ㆍRESTful API 설계 및 구현 경험

ㆍGit을 통한 협업 경험","우대사항

ㆍLangSmith, LangFuse 등 LLM Observability 도구 사용 경험

ㆍVector Database (Pinecone, Weaviate, pgvector) 사용 경험

ㆍRAG 시스템 구축 경험

ㆍAI Agent Framework (AutoGPT, BabyAGI, CrewAI 등) 개발 경험

ㆍFastAPI, SQLAlchemy 경험

ㆍ금융 도메인 지식 (주식, ETF, 재무제표 등)

ㆍ논문 구현 또는 오픈소스 기여 경험","Agent, Anthropic, Claude, Gemini, LangGraph, LLM, Pinecone","",회사 내규에 따름 (면접 후 결정),"",""
데이터엔지니어(경력직) 채용,세종 집현중앙7로 6  B 618호,경력,대졸이상,"계약직 (근무기간 12개월, 정규직 전환 가능) 직급/직책",48446396.0,㈜페블러스,https://www.jobkorea.co.kr/Recruit/GI_Read/48446396?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=122&sc=630,"담당업무

ㆍ 인공지능관련  프로젝트

ㆍ Python 및 주요 데이터 분석/머신러닝 패키지, PyTorch 프레임워크 활용

ㆍ LLM 기반 서비스 개발

ㆍ LangGraph, LangChain 등 멀티 에이전트 구조 설계 및 운영

ㆍ 딥러닝 모델을 학습·튜닝·평가","자격요건

ㆍ학력 : 대졸이상

ㆍ경력 : 경력5년↑

","우대사항

ㆍ석사학위 수여자

ㆍ유관업무 경력자 (5년)","LangChain, LangGraph, LLM, Python, PyTorch","",회사 내규에 따름 (면접 후 결정),"",""
Python Backend /AI Application Developer 모집,"서울 강남구 역삼로17길 51  B2~2F, 4F",경력,학력무관,정규직 (수습 3개월) 직급/직책,48365675.0,아이피아,https://www.jobkorea.co.kr/Recruit/GI_Read/48365675?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=123&sc=630,"AI 서버(Backend for Frontend) 개발 및 운영 관리
ComfyUI 기반 이미지 생성 파이프라인 개발 및 최적화
백엔드개발팀(AWS, Java 기반)과 협업하여 서비스 고도화
LLM 엔지니어링 및 파이프라인 구축 보조
AI 모델 추론 최적화 개발
최신 AI 기술의 Python 기반 응용 개발
내부 테스트 환경 개발","Python 개발 경력 1~5년
Linux 환경에서의 개발 및 운영 경험
AWS 또는 GCP 클라우드 환경 사용 경험
FastAPI 등 Python 웹 프레임워크 경험
생성형 AI(이미지 생성, LLM)에 대한 관심과 기본 이해
Git 기반 협업 경험","다양한 AI 도구 사용 경험 및 AI를 활용한 개발 경험
ComfyUI 등 이미지 생성 도구 사용 경험
LangChain, LangGraph 등 LLM 프레임워크 경험
클라우드 AI 플랫폼 사용 경험 (GCP Vertex AI 등)
AI 모델 추론 최적화 경험 (TensorRT, Quantization)
Docker, Kubernetes 활용 경험
GPU 서버 운영 경험
TypeScript 개발 경험","AWS, Docker, FastAPI, GCP, Git, Java, Kubernetes, LangChain, LangGraph, Linux, LLM, Python, TypeScript","",회사 내규에 따름 (면접 후 결정),"",""
웹/AI 개발자 (풀스택 리드급 3년 이상),서울 중구 을지로 55  5층,경력,초대졸이상,정규직 (수습 3개월) 직급/직책,48385838.0,㈜첫장컴퍼니,https://www.jobkorea.co.kr/Recruit/GI_Read/48385838?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=128&sc=630,"담당업무

- B2C 웹 플랫폼 개발 및 아키텍처 설계

- LangChain, LangGraph 기반 지능형 에이전트 시스템 구축

- OpenAI, Claude 등 LLM API 연계 서비스 설계 및 운영

- RAG 기반 서비스 설계 및 최적화

- 벡터 데이터베이스를 활용한 검색 엔진 구축

- PHP 레거시 유지보수","자격요건

- 3년 이상 혹은 그에 준하는 웹/AI 서비스 개발 및 리딩 경험

- Python 및 LLM 프레임워크(LangChain 등) 실무 활용 능력

- OpenAI API, Claude API 등 LLM 서비스 API 사용 경험이 있으신 분

- 기술적 의사결정을 비즈니스 언어로 소통할 수 있는 분","우대사항

- Python, FastAPI, TypeScript, NestJS, Next.js, Node.js, MySQL, PostgreSQL 등

- RAG 기반 서비스 설계 및 벡터 데이터베이스 구축 경험

- LLM 파인튜닝, 프롬프트 엔지니어링 등 모델 최적화 경험자(Hugging Face 등)

- 초기 스타트업에서 기술 기틀을 잡고 성장을 주도한 경험

- 자기개발과 역량 개발에 소홀히 하지 않는 분","Claude, FastAPI, Hugging Face, LangChain, LangGraph, LLM, MySQL, Next.js, Node.js, OpenAI, PostgreSQL, Python, RAG, TypeScript, 검색 엔진","","연봉 4,500~5,500만원 (면접 후 결정)","",""
(주)퓨멕스 AI혁신 서비스 기획 및 업무 자동화 담당자 모집합니다,경기 고양시 일산동구 설문동 796-5 퓨멕스빌딩,경력무관,초대졸이상,정규직 (수습 3개월),48485416.0,㈜퓨멕스(PUMEX),https://www.jobkorea.co.kr/Recruit/GI_Read/48485416?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=134&sc=630,"담당업무

ㆍAI 기반 서비스 기획 및 설계

ㆍAI 비 대면 견적 시스템 및 지능형 상담 챗봇 도입, 운영

ㆍ업무 자동화 솔루션 개발

ㆍAI OCR을 활용한 글로벌 이사 서류(통관) 자동 처리 프로세스 구축

ㆍ사내 지식 자산화 를 위해 AI 지식 베이스 구축

ㆍ데이터 분석 및 인사이트 도출

ㆍ 고객 요구사항 분석 및 반영

ㆍ 프로젝트 일정 관리 및 조율","자격요건

ㆍ생산형 AI(CHATGPT 등)을 실무에 활용하여 성과를 내본 경험이 있으신 분

ㆍIT 및 데이터 분야 경험 보유자

ㆍ전통적인 업무 프로세스를 분석하고 디지털로 전화하는 기획력이 있으신 분

ㆍ팀 협업 및 커뮤니케이션 능력

ㆍ문제 해결 능력과 창의적 사고

ㆍ프로젝트 관리 경험자 환영



ㆍ학력 : 초대졸이상

ㆍ경력 : 경력무관","우대사항

ㆍ물류,해외이사,포워딩 업계 경력자

ㆍ데이터 시각화 도구 사용 가능자

ㆍAI 관련 자격증 보유자

ㆍ프로그래밍 언어 활용 능력 우대

ㆍ기술문서 작성 능력자 우대

ㆍ비즈니스 영어 가능자

ㆍ유관업무 경험자(인턴·알바)

ㆍ유관업무 경력자

ㆍ인근거주자

ㆍ즉시출근 가능자

ㆍ장기근무 가능자

ㆍ컴퓨터활용능력 우수자",,"",회사 내규에 따름 (면접 후 결정),"",""
멀티 로봇 스케줄링 엔지니어 채용(경력),경기 시흥시 배곧2로 82,경력,대졸이상,정규직 (수습 3개월) 직급/직책,48385794.0,㈜리보틱스,https://www.jobkorea.co.kr/Recruit/GI_Read/48385794?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=139&sc=630,"주요 업무

- 스케줄링 알고리즘 설계 및 구현: 다양한 작업 요구사항과 제약 조건을 고려한 최적화 스케줄링 알고리즘을 설계하고 구현합니다.

- AI 및 데이터 기반 최적화: 실시간 데이터를 활용하여 예측 및 스케줄링을 개선하는 로직을 개발합니다.
- 성능 검증 및 튜닝: 시뮬레이션 환경과 실제 로봇 환경에서 스케줄링 알고리즘의 성능을 검증하고 최적화합니다.
- 로직 개발: 멀티 로봇 환경에서 충돌과 데드락을 방지하는 안전한 자원 및 경로 할당 로직을 설계하고 구현합니다.
- 운영 지원: 현장에 적용된 스케줄링 시스템에서 발생하는 문제를 분석하고 개선합니다.","자격 요건
- 경력: 멀티 로봇 또는 다중 에이전트 스케줄링/경로 계획 관련 실무 경험 3년 이상.
- 학력: 컴퓨터 공학, 산업 공학, 로보틱스 등 관련 학과 학사 이상.
- 개발 언어: C++ 기반 알고리즘 개발 경험 3년 이상.
- 기본 지식: 자료구조, 알고리즘 설계, 최적화 기법(Linear Programming, Constraint Programming 등)에 대한 깊은 이해.
- 수학적 이해: 그래프 이론, 조합 최적화, 확률 모델에 대한 이해.","우대 사항
- 최적화 라이브러리: OR-Tools, Gurobi, CPLEX 등 최적화 라이브러리 활용 경험.
- AI 기반 개발: AI 기반 예측 및 스케줄링 모델 개발 경험.
- 실환경 적용: 대규모 실환경 스케줄링 시스템 적용 경험.
- 관련 전공 석사",,"",회사 내규에 따름 (면접 후 결정),"",""
(주)케듀올 AI 개발자,경기 김포시 태장로 755  316호,경력,학력무관,정규직,48374139.0,㈜케듀올(Keduall Corp),https://www.jobkorea.co.kr/Recruit/GI_Read/48374139?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=140&sc=630,"
담당업무

ㆍ한국어 중심 생성형 AI 서비스 기능 설계·개발: 대화/요약/피드백/자동 채점 등 멀티턴 워크플로 구현

ㆍRAG 시스템 구축·고도화: 문서 파이프라인, 인덱싱(BM25+임베딩), 쿼리 라우팅·리랭킹 실험

ㆍ모델 운영(MLOps): 컨테이너화·배포·모니터링·로깅·성능/비용 최적화와 장애 대응

ㆍ데이터·평가: 오프라인 벤치마크/온라인 A/B, 품질 지표 정의와 샘플셋 관리

ㆍ보안/거버넌스: 개인정보/저작권/레드팀 가이드 준수 및 리뷰 체계화","자격요건

ㆍPython 숙련과 데이터 구조·알고리즘 기본기

ㆍ딥러닝 프레임워크(PyTorch 또는 TensorFlow) 실무 사용 경험

ㆍRAG 기본기: 텍스트 전처리, 임베딩/VectorDB, 하이브리드 검색 개념 이해

ㆍLinux·Git·Shell 기초, Docker 기반 컨테이너화 및 간단한 CI/CD 경험

ㆍHTTP/gRPC 이해와 서비스 로그/메트릭을 통한 이슈 재현·해결 능력","우대사항

ㆍ한국어 NLP 프로젝트 경험(형태소/토크나이저/한국어 평가 태스크)

ㆍ오픈소스 모델 LoRA 또는 풀 파인튜닝 경험, 실험 재현 가능한 스크립트/리그 관리

ㆍLangGraph/LangChain 에이전트 워크플로 설계·운영 경험

ㆍElasticSearch/Opensearch 기반 검색·랭킹·BM25+벡터 하이브리드 운영

ㆍ모델/프롬프트 평가 파이프라인과 A/B 운용 경험

ㆍGCP/AWS에서의 비용 최적화 및 캐시/배치·스트리밍 혼용 설계","BM25, CI/CD, Docker, Git, gRPC, LangChain, MLOps, NLP, Opensearch, PyTorch, TensorFlow","",회사 내규에 따름 (면접 후 결정),"",""
"생성형 AI 관제 플랫폼 개발(DT, 로봇)",서울 강남구 테헤란로 217  3층,경력,대졸이상,"정규직 (수습 3개월) , 계약직 (협의, 정규직 전환 가능) , 프리랜서 (협의, 정규직 전환 가능)",48297749.0,㈜비전스페이스,https://www.jobkorea.co.kr/Recruit/GI_Read/48297749?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=141&sc=630,"[주요업무]

- 물류 제조 로보틱스 분야 AI 플랫폼 개발 (Physical AI)
- 로봇 모니터링 관제 서비스 (DT 로봇 공장 통신 MQTT, PLC)
- 웹 기반 에뮬레이터/시뮬레이션 ( + AI MSA 연계)

- 실시간 대용량 데이터 처리에도 안정적으로 완결성 있는 시스템 및 서빙 로직 개발을 담당합니다.

- 빅데이터 / 자동화 학습 배포 AutoML / MLops

- 인공지능 학습 및 서비스 관련 툴 개발

- 시뮬레이션, 클로링, Data 정제, ML/Data Eng.

- 서버 시스템 아키텍처 / 비즈니스 로직 구현

- 대용량 파일 처리 (압축, 스트리밍)","[자격요건]

- 경력: 실무 경력 3년 이상 (풀스택)

- Node.js, NextJS, ReactJS, Python, FastApi, WebGL ...

- WebRTC ( 미디어 서버) + Yolo 경험 / 가능
- 소켓통신 TCP/UDP, 멀티플레이어, 챗(룸)

- 실시간 대용량 트래픽 처리 경험 / 가능

- Admin 사용자/관리자 데이터 시각화 백오피스 자동화

- 메시지큐 활용한 비동기 처리(Kafka, SQS, RabbitMQ- RDB, PostgreSQL, MySql)에 경험 / 가능

- Swagger, Git/Docker

- Cloud(AWS, GCP, Asure)

- 생성형 AI (Chat GPT, Gemini, Claude ..) LLM/RAG 자동화 경험 / 가능

- 플랫폼 개발 및 운영(Ads Tech - DSP, SSP, RTB, DMP)에 경험 / 가능
- 랭체인 및 에이전트 LLM/RAG

- 해외여행 결격사유 없는자","[우대사항]
- WebGL / WebGPU 시뮬레이션 에디터 개발 가능자
- Kubernetes 클라우드 환경 운영 경험자
- 생성형 AI (Chat GPT, Gemini, Claude ..) or MCP 자동화 경험

- 로봇 VLA/LLM/RAG 시스템 구축 경험

- 영상 처리 (CCTV/스트리밍)

- 생성형 Ai 서버 구축 및 데이터 시각화 경험

- CAD DWG/DWF 파일데이터 편집 및 분석 경험자

- 물류 제조 PLC, 로봇 프로토콜 가공(필터링) 또는 연동 개발 경험

- 로봇 하드웨어 설계 제어 관련 경험자

- 빅데이터와 대용량실시간 처리 서비스 구현 경험자

- 시뮬레이션 또는 서비스 기반 플랫폼 개발 경험자

- 유관 분야 현업 경험자","AWS, Claude, Docker, FastApi, GCP, Gemini, Git, GPT, Kafka, Kubernetes, LLM, MLops, MySql, Node.js, PostgreSQL, Python, RAG","",회사 내규에 따름 (면접 후 결정),"",""
[독파모]AI리서치엔지니어-LLM포스트트레이닝,서울 용인시 수지구,경력1년~10년,학력무관,정규직,48279054.0,Upstage,https://www.jobkorea.co.kr/Recruit/GI_Read/48279054?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=143&sc=630,"이런 업무를 해요
ㆍReinforcement learning for LLM (math, code, general reasoning, tool use)
ㆍEfficient & effective reasoning
ㆍA scalable agentic tool use data synthesis pipeline
ㆍLanguage-specific reward models
ㆍPrecise instruction following
* 기술의 흐름과 상황에 따라서 개발하는 프로젝트는 변화하며, 프로젝트는 각 시점에 LLM 모델 발전에 가장 영향력있는 기술 요소에 집중합니다.","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍStrongly wanted
　- LLM post-training/fine-tuning을 수행하여 특정 문제에서 최고 성능을 달성해본 경험
　- ML과 NLP 토픽으로 국제 학회에서 출판 기록 (1저자 혹은 교신저자)
ㆍMay be helpful
　- AI 관련 연구 또는 프로덕트 개발을 리딩한 경험
　- LLM Post-training을 위한 데이터 수집, 생성, 정제등을 수행해 본 경험
　- 국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
　- 0.1%의 성능에 민감하여 제한된 자원과 시간에 최적화를 수행할 수 있는 집중력
　- 논리적인 사고실험을 수행하고 가설/검증의 방식으로 실험 설계 및 결과를 도출할 수 있는 사고력
　- 레슨런을 효과적이고 효율적으로 전파하고 논의할 수 있는 의사소통 능력",,"LLM, NLP","","","",""
